ppq,val
0.0,0
384.0,45
768.0,95
1152.0,147
1536.0,202
1920.0,260
2304.0,321
2688.0,384
3072.0,451
3456.0,519
3840.0,591
4224.0,664
4608.0,740
4992.0,819
5376.0,900
5760.0,982
6144.0,1067
6528.0,1154
6912.0,1243
7296.0,1334
7680.0,1427
8064.0,1522
8448.0,1619
8832.0,1717
9216.0,1817
9600.0,1919
9984.0,2022
10368.0,2127
10752.0,2234
11136.0,2342
11520.0,2452
11904.0,2563
12288.0,2676
12672.0,2790
13056.0,2905
13440.0,3022
13824.0,3140
14208.0,3259
14592.0,3380
14976.0,3502
15360.0,3625
15744.0,3749
16128.0,3874
16512.0,4001
16896.0,4128
17280.0,4257
17664.0,4387
18048.0,4517
18432.0,4649
18816.0,4782
19200.0,4915
19584.0,5050
19968.0,5185
20352.0,5322
20736.0,5459
21120.0,5597
21504.0,5736
21888.0,5875
22272.0,6016
22656.0,6157
23040.0,6299
23424.0,6442
23808.0,6585
24192.0,6729
24576.0,6874
24960.0,7019
25344.0,7165
25728.0,7311
26112.0,7459
26496.0,7606
26880.0,7754
27264.0,7903
27648.0,8052
28032.0,8202
28416.0,8352
28800.0,8503
29184.0,8654
29568.0,8806
29952.0,8957
30336.0,9110
30720.0,9262
31104.0,9415
31488.0,9568
31872.0,9722
32256.0,9876
32640.0,10030
33024.0,10184
33408.0,10338
33792.0,10493
34176.0,10647
34560.0,10802
34944.0,10957
35328.0,11112
35712.0,11267
36096.0,11422
36480.0,11577
36864.0,11732
37248.0,11887
37632.0,12042
38016.0,12197
38400.0,12351
38784.0,12505
39168.0,12659
39552.0,12813
39936.0,12966
40320.0,13119
40704.0,13272
41088.0,13424
41472.0,13576
41856.0,13727
42240.0,13878
42624.0,14027
43008.0,14176
43392.0,14325
43776.0,14472
44160.0,14618
44544.0,14764
44928.0,14908
45312.0,15051
45696.0,15192
46080.0,15333
46464.0,15471
46848.0,15608
47232.0,15743
47616.0,15876
48000.0,16006
48384.0,16135
48768.0,16260
49152.0,16383
