ppq,val
0.0,0
384.0,799
768.0,1538
1152.0,2222
1536.0,2857
1920.0,3447
2304.0,3997
2688.0,4512
3072.0,4993
3456.0,5445
3840.0,5870
4224.0,6271
4608.0,6649
4992.0,7007
5376.0,7346
5760.0,7668
6144.0,7973
6528.0,8265
6912.0,8542
7296.0,8807
7680.0,9060
8064.0,9303
8448.0,9534
8832.0,9757
9216.0,9970
9600.0,10175
9984.0,10372
10368.0,10561
10752.0,10743
11136.0,10919
11520.0,11088
11904.0,11251
12288.0,11408
12672.0,11561
13056.0,11707
13440.0,11849
13824.0,11987
14208.0,12119
14592.0,12248
14976.0,12372
15360.0,12493
15744.0,12610
16128.0,12723
16512.0,12833
16896.0,12940
17280.0,13043
17664.0,13144
18048.0,13241
18432.0,13336
18816.0,13428
19200.0,13517
19584.0,13604
19968.0,13689
20352.0,13771
20736.0,13851
21120.0,13928
21504.0,14004
21888.0,14077
22272.0,14149
22656.0,14219
23040.0,14286
23424.0,14352
23808.0,14417
24192.0,14479
24576.0,14540
24960.0,14600
25344.0,14657
25728.0,14714
26112.0,14769
26496.0,14822
26880.0,14874
27264.0,14925
27648.0,14975
28032.0,15023
28416.0,15070
28800.0,15116
29184.0,15160
29568.0,15204
29952.0,15246
30336.0,15287
30720.0,15328
31104.0,15367
31488.0,15405
31872.0,15442
32256.0,15479
32640.0,15514
33024.0,15548
33408.0,15582
33792.0,15615
34176.0,15646
34560.0,15677
34944.0,15707
35328.0,15737
35712.0,15766
36096.0,15793
36480.0,15820
36864.0,15847
37248.0,15873
37632.0,15898
38016.0,15922
38400.0,15945
38784.0,15968
39168.0,15991
39552.0,16012
39936.0,16034
40320.0,16054
40704.0,16074
41088.0,16093
41472.0,16112
41856.0,16130
42240.0,16148
42624.0,16165
43008.0,16182
43392.0,16198
43776.0,16213
44160.0,16228
44544.0,16243
44928.0,16257
45312.0,16270
45696.0,16284
46080.0,16296
46464.0,16309
46848.0,16320
47232.0,16332
47616.0,16343
48000.0,16353
48384.0,16363
48768.0,16373
49152.0,16383
