ppq,val
0.0,0
384.0,560
768.0,1091
1152.0,1595
1536.0,2075
1920.0,2532
2304.0,2967
2688.0,3384
3072.0,3782
3456.0,4164
3840.0,4529
4224.0,4881
4608.0,5218
4992.0,5543
5376.0,5855
5760.0,6156
6144.0,6447
6528.0,6727
6912.0,6998
7296.0,7260
7680.0,7513
8064.0,7758
8448.0,7995
8832.0,8225
9216.0,8448
9600.0,8664
9984.0,8873
10368.0,9077
10752.0,9274
11136.0,9466
11520.0,9653
11904.0,9834
12288.0,10010
12672.0,10182
13056.0,10349
13440.0,10511
13824.0,10670
14208.0,10824
14592.0,10974
14976.0,11120
15360.0,11263
15744.0,11402
16128.0,11537
16512.0,11670
16896.0,11798
17280.0,11924
17664.0,12047
18048.0,12167
18432.0,12284
18816.0,12398
19200.0,12509
19584.0,12618
19968.0,12724
20352.0,12828
20736.0,12929
21120.0,13029
21504.0,13125
21888.0,13220
22272.0,13312
22656.0,13402
23040.0,13490
23424.0,13576
23808.0,13661
24192.0,13743
24576.0,13823
24960.0,13902
25344.0,13979
25728.0,14054
26112.0,14127
26496.0,14199
26880.0,14269
27264.0,14337
27648.0,14404
28032.0,14469
28416.0,14533
28800.0,14596
29184.0,14657
29568.0,14716
29952.0,14774
30336.0,14831
30720.0,14887
31104.0,14941
31488.0,14994
31872.0,15046
32256.0,15096
32640.0,15146
33024.0,15194
33408.0,15241
33792.0,15287
34176.0,15332
34560.0,15375
34944.0,15418
35328.0,15459
35712.0,15500
36096.0,15539
36480.0,15578
36864.0,15616
37248.0,15652
37632.0,15688
38016.0,15722
38400.0,15756
38784.0,15789
39168.0,15821
39552.0,15852
39936.0,15883
40320.0,15912
40704.0,15941
41088.0,15968
41472.0,15995
41856.0,16021
42240.0,16047
42624.0,16072
43008.0,16095
43392.0,16118
43776.0,16141
44160.0,16162
44544.0,16183
44928.0,16204
45312.0,16223
45696.0,16242
46080.0,16260
46464.0,16278
46848.0,16295
47232.0,16311
47616.0,16326
48000.0,16341
48384.0,16356
48768.0,16369
49152.0,16383
