ppq,val
0.0,0
384.0,122
768.0,247
1152.0,376
1536.0,506
1920.0,639
2304.0,774
2688.0,911
3072.0,1049
3456.0,1190
3840.0,1331
4224.0,1474
4608.0,1618
4992.0,1764
5376.0,1910
5760.0,2057
6144.0,2206
6528.0,2355
6912.0,2504
7296.0,2655
7680.0,2806
8064.0,2958
8448.0,3110
8832.0,3263
9216.0,3416
9600.0,3569
9984.0,3723
10368.0,3877
10752.0,4031
11136.0,4185
11520.0,4340
11904.0,4495
12288.0,4650
12672.0,4805
13056.0,4960
13440.0,5115
13824.0,5270
14208.0,5425
14592.0,5580
14976.0,5735
15360.0,5889
15744.0,6044
16128.0,6198
16512.0,6352
16896.0,6506
17280.0,6660
17664.0,6814
18048.0,6967
18432.0,7120
18816.0,7272
19200.0,7425
19584.0,7576
19968.0,7728
20352.0,7879
20736.0,8030
21120.0,8180
21504.0,8330
21888.0,8479
22272.0,8628
22656.0,8776
23040.0,8923
23424.0,9071
23808.0,9217
24192.0,9363
24576.0,9508
24960.0,9653
25344.0,9797
25728.0,9940
26112.0,10083
26496.0,10225
26880.0,10366
27264.0,10507
27648.0,10646
28032.0,10785
28416.0,10923
28800.0,11060
29184.0,11197
29568.0,11332
29952.0,11467
30336.0,11600
30720.0,11733
31104.0,11865
31488.0,11995
31872.0,12125
32256.0,12254
32640.0,12381
33024.0,12508
33408.0,12633
33792.0,12757
34176.0,12880
34560.0,13002
34944.0,13123
35328.0,13242
35712.0,13360
36096.0,13477
36480.0,13592
36864.0,13706
37248.0,13819
37632.0,13930
38016.0,14040
38400.0,14148
38784.0,14255
39168.0,14360
39552.0,14463
39936.0,14565
40320.0,14665
40704.0,14763
41088.0,14860
41472.0,14955
41856.0,15048
42240.0,15139
42624.0,15228
43008.0,15315
43392.0,15400
43776.0,15482
44160.0,15563
44544.0,15642
44928.0,15718
45312.0,15791
45696.0,15863
46080.0,15931
46464.0,15998
46848.0,16061
47232.0,16122
47616.0,16180
48000.0,16235
48384.0,16287
48768.0,16337
49152.0,16383
