ppq,val
0.0,0
384.0,1484
768.0,2755
1152.0,3842
1536.0,4779
1920.0,5593
2304.0,6307
2688.0,6939
3072.0,7502
3456.0,8009
3840.0,8467
4224.0,8883
4608.0,9265
4992.0,9615
5376.0,9938
5760.0,10238
6144.0,10517
6528.0,10776
6912.0,11019
7296.0,11246
7680.0,11460
8064.0,11661
8448.0,11851
8832.0,12031
9216.0,12201
9600.0,12362
9984.0,12515
10368.0,12660
10752.0,12799
11136.0,12931
11520.0,13056
11904.0,13177
12288.0,13292
12672.0,13402
13056.0,13507
13440.0,13608
13824.0,13705
14208.0,13797
14592.0,13887
14976.0,13972
15360.0,14055
15744.0,14134
16128.0,14211
16512.0,14284
16896.0,14355
17280.0,14423
17664.0,14489
18048.0,14553
18432.0,14614
18816.0,14674
19200.0,14731
19584.0,14786
19968.0,14840
20352.0,14892
20736.0,14942
21120.0,14990
21504.0,15037
21888.0,15082
22272.0,15126
22656.0,15169
23040.0,15210
23424.0,15250
23808.0,15289
24192.0,15326
24576.0,15363
24960.0,15398
25344.0,15432
25728.0,15465
26112.0,15497
26496.0,15529
26880.0,15559
27264.0,15588
27648.0,15617
28032.0,15645
28416.0,15671
28800.0,15697
29184.0,15723
29568.0,15747
29952.0,15771
30336.0,15794
30720.0,15817
31104.0,15839
31488.0,15860
31872.0,15881
32256.0,15901
32640.0,15920
33024.0,15939
33408.0,15957
33792.0,15975
34176.0,15993
34560.0,16009
34944.0,16026
35328.0,16042
35712.0,16057
36096.0,16072
36480.0,16086
36864.0,16101
37248.0,16114
37632.0,16127
38016.0,16140
38400.0,16153
38784.0,16165
39168.0,16177
39552.0,16188
39936.0,16199
40320.0,16210
40704.0,16221
41088.0,16231
41472.0,16240
41856.0,16250
42240.0,16259
42624.0,16268
43008.0,16277
43392.0,16285
43776.0,16293
44160.0,16301
44544.0,16309
44928.0,16316
45312.0,16323
45696.0,16330
46080.0,16337
46464.0,16343
46848.0,16349
47232.0,16355
47616.0,16361
48000.0,16367
48384.0,16372
48768.0,16377
49152.0,16383
