ppq,val
0.0,0
384.0,3654
768.0,5804
1152.0,7222
1536.0,8256
1920.0,9060
2304.0,9711
2688.0,10256
3072.0,10720
3456.0,11123
3840.0,11478
4224.0,11793
4608.0,12076
4992.0,12331
5376.0,12563
5760.0,12775
6144.0,12970
6528.0,13149
6912.0,13315
7296.0,13469
7680.0,13612
8064.0,13746
8448.0,13871
8832.0,13989
9216.0,14099
9600.0,14202
9984.0,14300
10368.0,14392
10752.0,14479
11136.0,14562
11520.0,14640
11904.0,14714
12288.0,14784
12672.0,14851
13056.0,14915
13440.0,14975
13824.0,15033
14208.0,15088
14592.0,15141
14976.0,15191
15360.0,15239
15744.0,15284
16128.0,15328
16512.0,15370
16896.0,15410
17280.0,15449
17664.0,15485
18048.0,15521
18432.0,15555
18816.0,15587
19200.0,15618
19584.0,15648
19968.0,15677
20352.0,15705
20736.0,15731
21120.0,15757
21504.0,15781
21888.0,15805
22272.0,15827
22656.0,15849
23040.0,15870
23424.0,15891
23808.0,15910
24192.0,15929
24576.0,15947
24960.0,15964
25344.0,15981
25728.0,15997
26112.0,16012
26496.0,16027
26880.0,16042
27264.0,16056
27648.0,16069
28032.0,16082
28416.0,16094
28800.0,16106
29184.0,16118
29568.0,16129
29952.0,16140
30336.0,16150
30720.0,16160
31104.0,16170
31488.0,16179
31872.0,16188
32256.0,16197
32640.0,16205
33024.0,16213
33408.0,16221
33792.0,16228
34176.0,16235
34560.0,16242
34944.0,16249
35328.0,16256
35712.0,16262
36096.0,16268
36480.0,16274
36864.0,16279
37248.0,16284
37632.0,16290
38016.0,16295
38400.0,16299
38784.0,16304
39168.0,16309
39552.0,16313
39936.0,16317
40320.0,16321
40704.0,16325
41088.0,16329
41472.0,16332
41856.0,16336
42240.0,16339
42624.0,16342
43008.0,16345
43392.0,16348
43776.0,16351
44160.0,16354
44544.0,16357
44928.0,16359
45312.0,16362
45696.0,16364
46080.0,16367
46464.0,16369
46848.0,16371
47232.0,16373
47616.0,16375
48000.0,16377
48384.0,16379
48768.0,16381
49152.0,16383
