ppq,val
0.0,0
384.0,398
768.0,782
1152.0,1154
1536.0,1513
1920.0,1862
2304.0,2200
2688.0,2529
3072.0,2848
3456.0,3158
3840.0,3460
4224.0,3755
4608.0,4041
4992.0,4321
5376.0,4593
5760.0,4859
6144.0,5119
6528.0,5373
6912.0,5621
7296.0,5863
7680.0,6100
8064.0,6331
8448.0,6558
8832.0,6780
9216.0,6997
9600.0,7209
9984.0,7417
10368.0,7621
10752.0,7821
11136.0,8016
11520.0,8208
11904.0,8396
12288.0,8580
12672.0,8761
13056.0,8938
13440.0,9112
13824.0,9282
14208.0,9449
14592.0,9613
14976.0,9774
15360.0,9931
15744.0,10086
16128.0,10238
16512.0,10387
16896.0,10533
17280.0,10677
17664.0,10818
18048.0,10956
18432.0,11092
18816.0,11225
19200.0,11356
19584.0,11484
19968.0,11610
20352.0,11734
20736.0,11855
21120.0,11975
21504.0,12092
21888.0,12206
22272.0,12319
22656.0,12430
23040.0,12539
23424.0,12645
23808.0,12750
24192.0,12852
24576.0,12953
24960.0,13052
25344.0,13149
25728.0,13244
26112.0,13337
26496.0,13429
26880.0,13519
27264.0,13607
27648.0,13693
28032.0,13778
28416.0,13861
28800.0,13943
29184.0,14023
29568.0,14101
29952.0,14178
30336.0,14253
30720.0,14326
31104.0,14399
31488.0,14469
31872.0,14538
32256.0,14606
32640.0,14673
33024.0,14738
33408.0,14801
33792.0,14863
34176.0,14924
34560.0,14984
34944.0,15042
35328.0,15099
35712.0,15154
36096.0,15208
36480.0,15261
36864.0,15313
37248.0,15364
37632.0,15413
38016.0,15461
38400.0,15508
38784.0,15554
39168.0,15598
39552.0,15642
39936.0,15684
40320.0,15725
40704.0,15765
41088.0,15804
41472.0,15842
41856.0,15878
42240.0,15914
42624.0,15949
43008.0,15982
43392.0,16015
43776.0,16046
44160.0,16076
44544.0,16106
44928.0,16134
45312.0,16161
45696.0,16188
46080.0,16213
46464.0,16238
46848.0,16261
47232.0,16284
47616.0,16305
48000.0,16326
48384.0,16346
48768.0,16365
49152.0,16383
