ppq,val
0.0,0
384.0,191
768.0,383
1152.0,575
1536.0,766
1920.0,958
2304.0,1148
2688.0,1339
3072.0,1528
3456.0,1718
3840.0,1906
4224.0,2094
4608.0,2282
4992.0,2469
5376.0,2655
5760.0,2840
6144.0,3025
6528.0,3209
6912.0,3392
7296.0,3574
7680.0,3756
8064.0,3937
8448.0,4116
8832.0,4295
9216.0,4474
9600.0,4651
9984.0,4827
10368.0,5003
10752.0,5177
11136.0,5351
11520.0,5524
11904.0,5695
12288.0,5866
12672.0,6036
13056.0,6205
13440.0,6373
13824.0,6539
14208.0,6705
14592.0,6870
14976.0,7034
15360.0,7197
15744.0,7358
16128.0,7519
16512.0,7678
16896.0,7837
17280.0,7994
17664.0,8151
18048.0,8306
18432.0,8460
18816.0,8613
19200.0,8765
19584.0,8916
19968.0,9065
20352.0,9214
20736.0,9361
21120.0,9507
21504.0,9652
21888.0,9796
22272.0,9939
22656.0,10080
23040.0,10220
23424.0,10359
23808.0,10497
24192.0,10634
24576.0,10769
24960.0,10903
25344.0,11036
25728.0,11167
26112.0,11298
26496.0,11427
26880.0,11554
27264.0,11681
27648.0,11806
28032.0,11930
28416.0,12052
28800.0,12173
29184.0,12293
29568.0,12411
29952.0,12528
30336.0,12644
30720.0,12758
31104.0,12871
31488.0,12983
31872.0,13093
32256.0,13201
32640.0,13309
33024.0,13414
33408.0,13519
33792.0,13621
34176.0,13723
34560.0,13823
34944.0,13921
35328.0,14018
35712.0,14113
36096.0,14207
36480.0,14299
36864.0,14390
37248.0,14479
37632.0,14566
38016.0,14652
38400.0,14736
38784.0,14819
39168.0,14900
39552.0,14979
39936.0,15057
40320.0,15133
40704.0,15207
41088.0,15280
41472.0,15351
41856.0,15420
42240.0,15487
42624.0,15553
43008.0,15617
43392.0,15679
43776.0,15739
44160.0,15797
44544.0,15854
44928.0,15909
45312.0,15962
45696.0,16013
46080.0,16061
46464.0,16109
46848.0,16154
47232.0,16197
47616.0,16238
48000.0,16277
48384.0,16314
48768.0,16349
49152.0,16383
