ppq,val
0.0,0
384.0,1186
768.0,2237
1152.0,3171
1536.0,4001
1920.0,4745
2304.0,5413
2688.0,6017
3072.0,6566
3456.0,7067
3840.0,7526
4224.0,7950
4608.0,8341
4992.0,8704
5376.0,9042
5760.0,9358
6144.0,9653
6528.0,9930
6912.0,10191
7296.0,10436
7680.0,10668
8064.0,10888
8448.0,11096
8832.0,11293
9216.0,11481
9600.0,11659
9984.0,11829
10368.0,11992
10752.0,12147
11136.0,12295
11520.0,12436
11904.0,12572
12288.0,12702
12672.0,12827
13056.0,12947
13440.0,13062
13824.0,13173
14208.0,13280
14592.0,13382
14976.0,13481
15360.0,13576
15744.0,13668
16128.0,13757
16512.0,13842
16896.0,13925
17280.0,14005
17664.0,14082
18048.0,14156
18432.0,14228
18816.0,14298
19200.0,14366
19584.0,14431
19968.0,14494
20352.0,14555
20736.0,14615
21120.0,14672
21504.0,14728
21888.0,14782
22272.0,14835
22656.0,14886
23040.0,14935
23424.0,14983
23808.0,15030
24192.0,15075
24576.0,15119
24960.0,15161
25344.0,15203
25728.0,15243
26112.0,15282
26496.0,15320
26880.0,15357
27264.0,15392
27648.0,15427
28032.0,15461
28416.0,15494
28800.0,15526
29184.0,15557
29568.0,15587
29952.0,15617
30336.0,15645
30720.0,15673
31104.0,15700
31488.0,15726
31872.0,15752
32256.0,15777
32640.0,15801
33024.0,15824
33408.0,15847
33792.0,15869
34176.0,15891
34560.0,15912
34944.0,15932
35328.0,15952
35712.0,15971
36096.0,15990
36480.0,16008
36864.0,16026
37248.0,16043
37632.0,16060
38016.0,16076
38400.0,16092
38784.0,16107
39168.0,16122
39552.0,16137
39936.0,16151
40320.0,16164
40704.0,16177
41088.0,16190
41472.0,16203
41856.0,16215
42240.0,16226
42624.0,16238
43008.0,16249
43392.0,16259
43776.0,16270
44160.0,16280
44544.0,16289
44928.0,16299
45312.0,16308
45696.0,16316
46080.0,16325
46464.0,16333
46848.0,16341
47232.0,16348
47616.0,16356
48000.0,16363
48384.0,16370
48768.0,16376
49152.0,16383
